name,logM200,Type,Dist,i,L36,Reff,SBeff,Rdisk,SBdisk,MHI,RHI,Vflat,e_Vflat,Qual,n_points_used,s_inner,active_shape_gate,delta_R1,alpha_v_best,ratio_v_best,Areq_v_best,at_lower_bound,at_upper_bound,chi2_ref,chi2_best,delta_chi2_best,red_chi2_ref_like,red_chi2_best_like
NGC4085,11.51,5,18.0,82.0,21.724,2.0,856.7,1.65,5021.46,1.349,10.16,131.5,4.8,2,7,0.3209125475285171,1,-0.15031811566703931,-0.08749999999999991,1.0131528351208658,0.08749999999999938,0,0,30.603825092497843,30.568297108002472,-0.035527984495370646,5.100637515416307,5.094716184667079
NGC3972,11.57,4,18.0,77.0,14.353,3.73,164.75,2.18,1587.93,1.214,10.05,132.7,2.9,1,10,0.4242652599849285,1,-0.11325376076953424,-0.8999999999999999,1.101928384692581,0.9000000000000009,0,0,20.056689274293017,12.568543855591424,-7.488145418701594,2.228521030477002,1.3965048728434915
NGC1003,11.58,6,11.4,67.0,6.82,2.76,140.87,1.61,1345.33,5.88,33.33,109.8,4.2,1,36,0.42805100182149364,1,-0.10888810280367169,0.125,0.986388987149541,-0.12499999999999999,0,0,90.9594220229888,86.57784448357108,-4.381577539417719,2.5988406292282513,2.4736526995306023
NGC4010,11.59,7,18.0,89.0,17.193,6.63,14.75,2.81,2611.14,2.832,17.59,125.8,4.7,2,12,0.43402225755166934,1,-0.1045224448378092,-0.5,1.0522612224189045,0.4999999999999992,0,0,32.33550904722531,30.18611855627458,-2.1493904909507293,2.9395917315659372,2.744192596024962
NGC2903,11.64,4,6.6,66.0,81.863,4.54,632.16,2.33,1193.52,2.552,13.76,184.6,5.6,1,34,0.8017334777898159,0,-0.08269415500849589,0.0,1.0,0.0,0,0,193.69792847633565,193.69792847633565,0.0,5.869634196252595,5.869634196252595
NGC3198,11.64,5,13.8,73.0,38.279,5.84,178.99,3.14,1602.62,10.869,35.66,150.1,3.9,1,43,0.45836109260493,0,-0.08269415500849589,0.0,1.0,0.0,0,0,59.04352554267138,59.04352554267138,0.0,1.4057982272064615,1.4057982272064615
NGC3877,11.68,5,18.0,76.0,72.535,4.39,598.18,2.53,3410.59,1.483,11.47,168.4,5.1,2,13,0.3500593824228028,1,-0.06860904018841506,0.6000000000000005,0.958834575886951,-0.5999999999999998,0,0,54.959755575633785,51.602427370041354,-3.357328205592431,4.579979631302815,4.300202280836779
UGC05986,11.69,9,8.63,90.0,4.695,3.12,76.71,1.67,1725.16,2.667,16.53,113.0,4.1,2,15,0.3553097345132743,1,-0.06571703103476119,-4.0,1.2628681241390447,3.999999999999999,1,0,750.1032859264576,296.3827485612355,-453.7205373652221,53.57880613760411,21.170196325802532
NGC3949,11.7,4,18.0,55.0,38.067,2.39,1058.84,3.59,185.71,3.371,13.72,163.0,7.1,2,7,0.8895705521472392,0,-0.0628250218811073,0.0,1.0,0.0,0,0,2.7584641148511273,2.7584641148511273,0.0,0.45974401914185453,0.45974401914185453
NGC1090,11.71,4,37.0,64.0,72.045,6.36,283.68,3.53,2055.09,8.783,30.49,164.4,3.7,1,24,0.3753041362530414,1,-0.059933012727452877,1.0,0.9400669872725471,-1.0000000000000002,0,0,137.27144850028222,65.23603554710758,-72.03541295317464,5.968323847838358,2.8363493716133727
