data_type,z,D_ratio,bin,ell,cl_ratio_val
growth,1.0675422138836772,1.2714506139699713,,,
growth,1.0694183864915572,1.2719414253306098,,,
growth,1.0712945590994372,1.2724320433372551,,,
growth,1.0731707317073171,1.2729227876914442,,,
growth,1.075046904315197,1.2734134042256668,,,
growth,1.0769230769230769,1.2739040794749472,,,
growth,1.0787992495309568,1.2743946993335105,,,
growth,1.0806754221388368,1.2748853045076276,,,
growth,1.0825515947467168,1.2753759329330059,,,
growth,1.0844277673545966,1.2758664670423903,,,
growth,1.0863039399624765,1.2763571092585648,,,
growth,1.0881801125703565,1.2768475712941956,,,
growth,1.0900562851782365,1.2773382325070934,,,
growth,1.0919324577861163,1.2778286214403658,,,
growth,1.0938086303939962,1.2783193065298866,,,
growth,1.0956848030018762,1.2788096202869954,,,
