logM200,log10c_ref,c_ref,inside_support_effective_R1,ratio_bpb_effective_R1,delta_bpb_effective_R1,inside_support_effective_R2pi,ratio_bpb_effective_R2pi,delta_bpb_effective_R2pi
11.053556485355648,0.9423933787590884,8.757766841389888,1,0.8311015492360279,-0.16889845076397214,1,0.9999999999994943,-5.057065877167588e-13
11.068535564853557,0.9437832258776635,8.785838702558763,1,0.8255819628310924,-0.17441803716890758,1,0.9999999999992818,-7.182032746300138e-13
11.083514644351464,0.9451174196370531,8.812871132565494,1,0.8200623764261578,-0.17993762357384224,1,0.9999999999990693,-9.306999615432687e-13
11.098493723849373,0.9463959600372572,8.838853994827572,1,0.8145427900212223,-0.18545720997877768,1,0.9999999999988568,-1.1431966484565237e-12
11.11347280334728,0.9476188470782759,8.863777526299351,1,0.8090232036162875,-0.19097679638371245,1,0.9999999999986443,-1.3556933353697787e-12
11.128451882845187,0.9487860807601093,8.887632343584595,1,0.8040221874711689,-0.19597781252883106,1,0.9999999999984318,-1.5681900222830336e-12
11.143430962343096,0.949897661082757,8.910409448823053,1,0.7991716563050267,-0.20082834369497327,1,0.9999999999979953,-2.004729715565645e-12
11.158410041841003,0.9509535880462194,8.932100235345963,1,0.7943211251388851,-0.2056788748611149,1,0.9999999999974137,-2.586264535864302e-12
11.173389121338912,0.9519538616504966,8.952696493095418,1,0.7894705939727428,-0.21052940602725723,1,0.9999999999968323,-3.1676883338604966e-12
11.18836820083682,0.952898481895588,8.972190413802878,1,0.7846200628066011,-0.21537993719339887,1,0.9999999999962509,-3.749112131856691e-12
11.203347280334727,0.9537874487814941,8.990574595922265,1,0.7797695316404595,-0.22023046835954052,1,0.9999999999956695,-4.330535929852886e-12
11.218326359832636,0.9546207623082147,9.007842049313213,1,0.7749190004743173,-0.22508099952568272,1,0.999999999995088,-4.91195972784908e-12
11.233305439330543,0.9553984224757499,9.023986199670395,1,0.7715082173594396,-0.22849178264056036,1,0.9999999999945065,-5.493494548147737e-12
11.248284518828452,0.9561204292840998,9.039000892694956,1,0.7692202636041797,-0.23077973639582028,1,0.9999999999944578,-5.5422333389287814e-12
11.26326359832636,0.9567867827332639,9.052880398004351,1,0.76693230984892,-0.23306769015107998,1,0.9999999999952274,-4.772626738258623e-12
11.278242677824267,0.9573974828232429,9.065619412777167,1,0.7646443560936604,-0.23535564390633956,1,0.9999999999959969,-4.003131159890927e-12
11.293221757322176,0.9579525295540364,9.077213065129556,1,0.7623564023384005,-0.23764359766159948,1,0.9999999999967665,-3.2335245592207684e-12
11.308200836820083,0.9584519229256444,9.087656917220407,1,0.7600684485831408,-0.23993155141685918,1,0.9999999999975361,-2.46391795855061e-12
11.323179916317992,0.9588956629380669,9.096946968082436,1,0.7577804948278809,-0.2422195051721191,1,0.9999999999983057,-1.6943113578804514e-12
11.338158995815899,0.959283749591304,9.105079656176608,1,0.758418520143108,-0.24158147985689205,1,0.9999999999990753,-9.247047572102929e-13
11.353138075313808,0.9596161828853558,9.112051861667702,1,0.7645242381850434,-0.23547576181495655,1,0.9999999999960478,-3.952171923060632e-12
11.368117154811715,0.9598929628202221,9.117860908418919,1,0.7706299562269782,-0.22937004377302184,1,0.9999999999758394,-2.4160562439590194e-11
11.383096234309622,0.9601140893959027,9.122504565703766,1,0.7767356742689129,-0.22326432573108712,1,0.999999999955631,-4.4368952956119756e-11
11.398075313807531,0.9602795626123981,9.12598104963372,1,0.7828413923108483,-0.21715860768915174,1,0.9999999999354227,-6.457734347264932e-11
11.413054393305439,0.9603893824697081,9.1282890243003,1,0.788947110352783,-0.21105288964721702,1,0.9999999999152143,-8.478573398917888e-11
11.428033472803346,0.9604435489678327,9.129427602630624,1,0.7950528283947177,-0.2049471716052823,1,0.9999999998950059,-1.0499412450570844e-10
11.443012552301255,0.9604420621067716,9.129396346955636,1,0.80178186704321,-0.19821813295679003,1,0.9999999998747975,-1.25202515022238e-10
11.457991631799162,0.9603849218865252,9.128195269290496,1,0.8124928015777071,-0.1875071984222929,1,0.9999999998545891,-1.4541090553876757e-10
11.472970711297071,0.9602721283070934,9.125824831326867,1,0.8232037361122055,-0.17679626388779446,1,0.9999999996087193,-3.912806745276498e-10
11.487949790794978,0.9601036813684761,9.122285944137154,1,0.8339146706467027,-0.16608532935329734,1,0.999999999355331,-6.446689848615961e-10
11.502928870292887,0.9598795810706734,9.117579967590908,1,0.844625605181201,-0.155374394818799,1,0.9999999991019427,-8.980572951955423e-10
11.517907949790795,0.9595998274136852,9.111708709483946,1,0.8553365397156981,-0.14466346028430188,1,0.9999999988485543,-1.151445716551791e-09
